entity_type,id,name,category,resistance,lambda_learning,weight_in_qhe,frequency,target_streak,description,created_at,archived,state,hardwork_budget_hours,max_pomodoros_per_day,sleep_target_hours,qhe_target,break_minutes,allowed_phases,date,bedtime,wake_time,quality_score,deep_sleep_pct,rem_sleep_pct,interruptions,notes,source,duration_hours,label,start,end,period,routine_id,energia_nivel,foco_nivel,duration_minutes,overlaps_period,has_routine_link,block_id,routine_type,text,humor,is_entry_routine,is_exit_routine,entry_text,periods_covered,routines_completed,desvios,ajustes_finos,rotinas_logs,licoes_aprendidas,pomodoros_completos,humor_morning,humor_evening,updated_at,round_number,started_at,completed_at,paused_duration_seconds,actual_duration_minutes,is_focus_round,is_break_round,tipo_dia,hardwork_orcado_min,hardwork_realizado_min,pomodoros_meta,pomodoros_realizados,tem_curso,tem_deadline,observacoes,desvio_min,produtividade_pct,parar_de_fazer,repetir,sempre_fazer,big_win,deu_certo,deu_errado,maior_aprendizado,ajustes_para_amanha,estado_geral,eat_min,rest_min,pesado,notas,duracao_total,within_budget,codigo,ritual,duracao_min,completed,severity,rationale,setpoints,days_in_state,previous_state,qhe_input,energy_input,infraction_count,applied,applied_at,minutos,reason,block_id_before,block_id_after
journal_entry,jrn_demo_113_00_2026_05_26,,,,,,,,,2026-05-26T20:00:00+00:00,,,,,,,,,2026-05-26,,,,,,,,,,,,,,,6,6,,,,,,,,,,Dia off=13. Tipo curso. Energia 6/10. Foco 6/10. 6/8 pomodoros.,"[""MANHA"", ""NOITE"", ""TARDE""]",[],"[""Agenda fragmentada por meetings.""]",[],[],[],6,4,4,2026-06-08T20:53:51.714666+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pomodoro_round,pom_demo_113_00_2026_05_26,,,,,,,,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-05-26T04:00:00+00:00,2026-05-26T05:00:00+00:00,0,60.0,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
day_context,ctx_2026_05_26,,,,,,,,,2026-05-26T04:00:00+00:00,,,,,,,,,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,curso,240,180,8,6,true,false,Synthetic off=13,-60,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daily_reflection,ref_2026_05_26,,,,,,,,,2026-05-26T22:00:00+00:00,,,,,,,,,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],"[""Hidratar ao acordar""]","[""Meditacao matinal""]",,"[""Completou 6/8 pomodoros""]","[""5+ blocos = perda de foco.""]",Aprendizado do dia off=13.,[],regular,,,,,,,,,,,,,,,,,,,,,,,,
lunch_record,lun_2026_05_26,,,,,,,,,2026-05-26T12:05:00+00:00,,,,,,,,,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,false,Almoco normal.,35,true,,,,,,,,,,,,,,,,,,
transicao,trn_t1_2026_05_26,,,,,,,,,2026-05-26T08:00:00+00:00,,,,,,,,,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,HYDRATION,15,true,,,,,,,,,,,,,,
transicao,trn_t2_2026_05_26,,,,,,,,,2026-05-26T09:00:00+00:00,,,,,,,,,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2,MORNING,15,true,,,,,,,,,,,,,,
policy_decision,pol_demo_113_2026_05_26,,,,,,,,,2026-05-26T20:30:00+00:00,,MAINTAIN,,,,,,,2026-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,Fragmentacao reduziu eficiencia.,"{""id"": ""set_c9c076927cb3"", ""state"": ""MAINTAIN"", ""hardwork_budget_hours"": 6.0, ""max_pomodoros_per_day"": 8, ""sleep_target_hours"": 8.0, ""qhe_target"": 0.75, ""break_minutes"": 10, ""allowed_phases"": [""DEEP_WORK"", ""SHALLOW_WORK""], ""description"": ""MAINTAIN regime: steady cadence. 6h hard work, 8 pomodoros, sleep 8h, Q_HE target 0.75."", ""created_at"": ""2026-06-08 17:53:51.714732""}",0,,0.78,M,1,true,2026-05-26T20:30:00+00:00,,,,
sleep_record,sle_2026_05_27,,,,,,,,,2026-05-27T04:00:00+00:00,,,,,,,,,2026-05-27,20:30:00,04:00:00,8,25.0,21.0,0,Sono normal.,MANUAL,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_block,blk_demo_112_00_2026_05_27,,,,,,,,,2026-05-27T04:30:00+00:00,,,,,,,,,,,,,,,,,,,Deep Work,2026-05-27T04:30:00+00:00,2026-05-27T08:00:00+00:00,MANHA,,,,210,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
routine_log,rlg_demo_112_00_2026_05_27,,,,,,,,,2026-05-27T22:00:00+00:00,,,,,,,,,2026-05-27,,,,,,,,,,,,,MANHA,rou_syn_112_2026_05_27,8,8,,,,,ENTRY,Rotina automatica (off=12),4,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ajuste_fino,adj_demo_112_00_2026_05_27,,,,,,,,,2026-05-27T20:00:00+00:00,,,,,,,,,2026-05-27,,,,,,,,,,,,,MANHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,Pulei bloco 1h - reuniao de emergencia.,,
journal_entry,jrn_demo_112_00_2026_05_27,,,,,,,,,2026-05-27T20:00:00+00:00,,,,,,,,,2026-05-27,,,,,,,,,,,,,,,7,7,,,,,,,,,,Dia off=12. Tipo curso. Energia 7/10. Foco 7/10. 6/8 pomodoros.,"[""MANHA"", ""NOITE"", ""TARDE""]",[],"[""Bloco 1h pulado - reuniao de emergencia.""]",[],[],[],6,4,4,2026-06-08T20:53:51.714813+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pomodoro_round,pom_demo_112_00_2026_05_27,,,,,,,,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-05-27T04:00:00+00:00,2026-05-27T05:00:00+00:00,0,60.0,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
day_context,ctx_2026_05_27,,,,,,,,,2026-05-27T04:00:00+00:00,,,,,,,,,2026-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,curso,240,180,8,6,true,false,Synthetic off=12,-60,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daily_reflection,ref_2026_05_27,,,,,,,,,2026-05-27T22:00:00+00:00,,,,,,,,,2026-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],"[""Hidratar ao acordar""]","[""Meditacao matinal""]",,"[""Completou 6/8 pomodoros""]",[],Reuniao de emergencia consumiu 1h.,[],bom,,,,,,,,,,,,,,,,,,,,,,,,
lunch_record,lun_2026_05_27,,,,,,,,,2026-05-27T12:05:00+00:00,,,,,,,,,2026-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,false,Almoco normal.,35,true,,,,,,,,,,,,,,,,,,
transicao,trn_t1_2026_05_27,,,,,,,,,2026-05-27T08:00:00+00:00,,,,,,,,,2026-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,HYDRATION,15,true,,,,,,,,,,,,,,
transicao,trn_t2_2026_05_27,,,,,,,,,2026-05-27T09:00:00+00:00,,,,,,,,,2026-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2,MORNING,15,true,,,,,,,,,,,,,,
policy_decision,pol_demo_112_2026_05_27,,,,,,,,,2026-05-27T20:30:00+00:00,,REDUCE,,,,,,,2026-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,Reuniao nao-planejada consumiu 1h.,"{""id"": ""set_939048723127"", ""state"": ""REDUCE"", ""hardwork_budget_hours"": 4.0, ""max_pomodoros_per_day"": 5, ""sleep_target_hours"": 8.0, ""qhe_target"": 0.65, ""break_minutes"": 15, ""allowed_phases"": [""SHALLOW_WORK"", ""RECOVERY""], ""description"": ""REDUCE regime: protect recovery. 4h hard work, 5 pomodoros, sleep 8h, Q_HE target 0.65."", ""created_at"": ""2026-06-08 17:53:51.714881""}",0,,0.55,H,1,true,2026-05-27T20:30:00+00:00,,,,
sleep_record,sle_2026_05_28,,,,,,,,,2026-05-28T04:00:00+00:00,,,,,,,,,2026-05-28,20:30:00,04:00:00,8,25.0,21.0,0,Sono normal.,MANUAL,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_block,blk_demo_111_00_2026_05_28,,,,,,,,,2026-05-28T04:30:00+00:00,,,,,,,,,,,,,,,,,,,Deep Work,2026-05-28T04:30:00+00:00,2026-05-28T08:00:00+00:00,MANHA,,,,210,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
routine_log,rlg_demo_111_00_2026_05_28,,,,,,,,,2026-05-28T22:00:00+00:00,,,,,,,,,2026-05-28,,,,,,,,,,,,,MANHA,rou_syn_111_2026_05_28,9,9,,,,,ENTRY,Rotina automatica (off=11),4,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ajuste_fino,adj_demo_111_00_2026_05_28,,,,,,,,,2026-05-28T20:00:00+00:00,,,,,,,,,2026-05-28,,,,,,,,,,,,,TARDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,Estendi bloco tarde +30min - flow state.,,
journal_entry,jrn_demo_111_00_2026_05_28,,,,,,,,,2026-05-28T20:00:00+00:00,,,,,,,,,2026-05-28,,,,,,,,,,,,,,,8,8,,,,,,,,,,Dia off=11. Tipo curso. Energia 8/10. Foco 8/10. 9/8 pomodoros.,"[""MANHA"", ""NOITE"", ""TARDE""]",[],[],[],[],[],9,4,5,2026-06-08T20:53:51.714956+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pomodoro_round,pom_demo_111_00_2026_05_28,,,,,,,,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-05-28T04:00:00+00:00,2026-05-28T05:00:00+00:00,0,60.0,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
day_context,ctx_2026_05_28,,,,,,,,,2026-05-28T04:00:00+00:00,,,,,,,,,2026-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,curso,240,270,8,9,true,false,Synthetic off=11,30,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daily_reflection,ref_2026_05_28,,,,,,,,,2026-05-28T22:00:00+00:00,,,,,,,,,2026-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],"[""Hidratar ao acordar""]","[""Meditacao matinal""]",,"[""Estendi foco 30min alem do orcado.""]",[],Estender foco em flow vale a pena.,[],bom,,,,,,,,,,,,,,,,,,,,,,,,
lunch_record,lun_2026_05_28,,,,,,,,,2026-05-28T12:05:00+00:00,,,,,,,,,2026-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,false,Almoco normal.,35,true,,,,,,,,,,,,,,,,,,
transicao,trn_t1_2026_05_28,,,,,,,,,2026-05-28T08:00:00+00:00,,,,,,,,,2026-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,HYDRATION,15,true,,,,,,,,,,,,,,
transicao,trn_t2_2026_05_28,,,,,,,,,2026-05-28T09:00:00+00:00,,,,,,,,,2026-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2,MORNING,15,true,,,,,,,,,,,,,,
policy_decision,pol_demo_111_2026_05_28,,,,,,,,,2026-05-28T20:30:00+00:00,,PUSH,,,,,,,2026-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,Estendeu foco alem do orcado.,"{""id"": ""set_5f755de6e17a"", ""state"": ""PUSH"", ""hardwork_budget_hours"": 8.0, ""max_pomodoros_per_day"": 10, ""sleep_target_hours"": 7.0, ""qhe_target"": 0.85, ""break_minutes"": 10, ""allowed_phases"": [""DEEP_WORK"", ""SHALLOW_WORK""], ""description"": ""PUSH regime: maximum focus. 8h hard work, 10 pomodoros, sleep 7h, Q_HE target 0.85."", ""created_at"": ""2026-06-08 17:53:51.715015""}",0,,0.92,H,0,true,2026-05-28T20:30:00+00:00,,,,
sleep_record,sle_2026_05_29,,,,,,,,,2026-05-29T04:00:00+00:00,,,,,,,,,2026-05-29,20:00:00,04:00:00,9,28.0,22.0,0,Sono excelente.,MANUAL,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_block,blk_demo_110_00_2026_05_29,,,,,,,,,2026-05-29T04:30:00+00:00,,,,,,,,,,,,,,,,,,,Deep Work,2026-05-29T04:30:00+00:00,2026-05-29T08:00:00+00:00,MANHA,,,,210,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
routine_log,rlg_demo_110_00_2026_05_29,,,,,,,,,2026-05-29T22:00:00+00:00,,,,,,,,,2026-05-29,,,,,,,,,,,,,MANHA,rou_syn_110_2026_05_29,10,10,,,,,ENTRY,Rotina automatica (off=10),4,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journal_entry,jrn_demo_110_00_2026_05_29,,,,,,,,,2026-05-29T20:00:00+00:00,,,,,,,,,2026-05-29,,,,,,,,,,,,,,,9,9,,,,,,,,,,Dia off=10. Tipo livre. Energia 9/10. Foco 9/10. 12/12 pomodoros.,"[""MANHA"", ""NOITE"", ""TARDE""]",[],[],[],[],[],12,5,5,2026-06-08T20:53:51.715080+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pomodoro_round,pom_demo_110_00_2026_05_29,,,,,,,,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-05-29T04:00:00+00:00,2026-05-29T05:00:00+00:00,0,60.0,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
day_context,ctx_2026_05_29,,,,,,,,,2026-05-29T04:00:00+00:00,,,,,,,,,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,livre,540,540,12,12,false,false,Synthetic off=10,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daily_reflection,ref_2026_05_29,,,,,,,,,2026-05-29T22:00:00+00:00,,,,,,,,,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],"[""Hidratar ao acordar""]","[""Meditacao matinal""]",,"[""12/12 pomodoros - golden day.""]",[],Sono 8h + sem curso = maxima produtividade.,[],bom,,,,,,,,,,,,,,,,,,,,,,,,
lunch_record,lun_2026_05_29,,,,,,,,,2026-05-29T12:05:00+00:00,,,,,,,,,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,false,Almoco normal.,35,true,,,,,,,,,,,,,,,,,,
transicao,trn_t1_2026_05_29,,,,,,,,,2026-05-29T08:00:00+00:00,,,,,,,,,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,HYDRATION,15,true,,,,,,,,,,,,,,
transicao,trn_t2_2026_05_29,,,,,,,,,2026-05-29T09:00:00+00:00,,,,,,,,,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2,MORNING,15,true,,,,,,,,,,,,,,
policy_decision,pol_demo_110_2026_05_29,,,,,,,,,2026-05-29T20:30:00+00:00,,PUSH,,,,,,,2026-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,Golden day - 12/12 pomodoros.,"{""id"": ""set_db293fd0c241"", ""state"": ""PUSH"", ""hardwork_budget_hours"": 8.0, ""max_pomodoros_per_day"": 10, ""sleep_target_hours"": 7.0, ""qhe_target"": 0.85, ""break_minutes"": 10, ""allowed_phases"": [""DEEP_WORK"", ""SHALLOW_WORK""], ""description"": ""PUSH regime: maximum focus. 8h hard work, 10 pomodoros, sleep 7h, Q_HE target 0.85."", ""created_at"": ""2026-06-08 17:53:51.715136""}",0,,0.92,H,0,true,2026-05-29T20:30:00+00:00,,,,
sleep_record,sle_2026_05_30,,,,,,,,,2026-05-30T07:00:00+00:00,,,,,,,,,2026-05-30,01:00:00,07:00:00,3,15.0,12.0,3,Sono 6h mas qualidade 3 - fragmentado.,MANUAL,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_block,blk_demo_109_00_2026_05_30,,,,,,,,,2026-05-30T07:30:00+00:00,,,,,,,,,,,,,,,,,,,Deep Work,2026-05-30T07:30:00+00:00,2026-05-30T08:00:00+00:00,MANHA,,,,30,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
routine_log,rlg_demo_109_00_2026_05_30,,,,,,,,,2026-05-30T22:00:00+00:00,,,,,,,,,2026-05-30,,,,,,,,,,,,,MANHA,rou_syn_109_2026_05_30,3,4,,,,,ENTRY,Rotina automatica (off=9),4,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journal_entry,jrn_demo_109_00_2026_05_30,,,,,,,,,2026-05-30T20:00:00+00:00,,,,,,,,,2026-05-30,,,,,,,,,,,,,,,2,3,,,,,,,,,,Dia off=9. Tipo curso. Energia 2/10. Foco 3/10. 0/8 pomodoros.,"[""MANHA"", ""NOITE"", ""TARDE""]",[],"[""0/8 pomodoros. Falha total.""]",[],[],[],0,1,1,2026-06-08T20:53:51.715201+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
day_context,ctx_2026_05_30,,,,,,,,,2026-05-30T04:00:00+00:00,,,,,,,,,2026-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,curso,240,30,8,0,true,false,Synthetic off=9,-210,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daily_reflection,ref_2026_05_30,,,,,,,,,2026-05-30T22:00:00+00:00,,,,,,,,,2026-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],"[""Hidratar ao acordar""]","[""Meditacao matinal""]",,"[""Completou 0/8 pomodoros""]","[""Internet caiu 2h e desisti.""]",Falhas acontecem - voltar amanha.,[],critico,,,,,,,,,,,,,,,,,,,,,,,,
lunch_record,lun_2026_05_30,,,,,,,,,2026-05-30T12:05:00+00:00,,,,,,,,,2026-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,false,Almoco normal.,35,true,,,,,,,,,,,,,,,,,,
transicao,trn_t1_2026_05_30,,,,,,,,,2026-05-30T08:00:00+00:00,,,,,,,,,2026-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,HYDRATION,15,true,,,,,,,,,,,,,,
transicao,trn_t2_2026_05_30,,,,,,,,,2026-05-30T09:00:00+00:00,,,,,,,,,2026-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2,MORNING,15,true,,,,,,,,,,,,,,
policy_decision,pol_demo_109_2026_05_30,,,,,,,,,2026-05-30T20:30:00+00:00,,RECOVER,,,,,,,2026-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRITICAL,Falha total 0/8 - recuperacao forcada.,"{""id"": ""set_29a0d208da40"", ""state"": ""RECOVER"", ""hardwork_budget_hours"": 2.0, ""max_pomodoros_per_day"": 2, ""sleep_target_hours"": 9.0, ""qhe_target"": 0.5, ""break_minutes"": 20, ""allowed_phases"": [""RECOVERY""], ""description"": ""RECOVER regime: hard stop. 2h hard work, 2 pomodoros, sleep 9h, Q_HE target 0.50."", ""created_at"": ""2026-06-08 17:53:51.715249""}",0,,0.35,L,1,true,2026-05-30T20:30:00+00:00,,,,
sleep_record,sle_2026_05_31,,,,,,,,,2026-05-31T05:00:00+00:00,,,,,,,,,2026-05-31,22:00:00,05:00:00,6,18.0,18.0,0,Sono leve.,MANUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_block,blk_demo_108_00_2026_05_31,,,,,,,,,2026-05-31T05:30:00+00:00,,,,,,,,,,,,,,,,,,,Deep Work,2026-05-31T05:30:00+00:00,2026-05-31T08:00:00+00:00,MANHA,,,,150,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
routine_log,rlg_demo_108_00_2026_05_31,,,,,,,,,2026-05-31T22:00:00+00:00,,,,,,,,,2026-05-31,,,,,,,,,,,,,MANHA,rou_syn_108_2026_05_31,7,7,,,,,ENTRY,Rotina automatica (off=8),4,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journal_entry,jrn_demo_108_00_2026_05_31,,,,,,,,,2026-05-31T20:00:00+00:00,,,,,,,,,2026-05-31,,,,,,,,,,,,,,,6,6,,,,,,,,,,Dia off=8. Tipo curso. Energia 6/10. Foco 6/10. 5/8 pomodoros.,"[""MANHA"", ""NOITE"", ""TARDE""]",[],"[""6 transicoes puladas.""]",[],[],[],5,3,3,2026-06-08T20:53:51.715325+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pomodoro_round,pom_demo_108_00_2026_05_31,,,,,,,,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-05-31T04:00:00+00:00,2026-05-31T05:00:00+00:00,0,60.0,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
day_context,ctx_2026_05_31,,,,,,,,,2026-05-31T04:00:00+00:00,,,,,,,,,2026-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,curso,240,150,8,5,true,false,Synthetic off=8,-90,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daily_reflection,ref_2026_05_31,,,,,,,,,2026-05-31T22:00:00+00:00,,,,,,,,,2026-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],"[""Hidratar ao acordar""]","[""Meditacao matinal""]",,"[""Completou 5/8 pomodoros""]","[""Pulei 6 rituais de transicao.""]",Aprendizado do dia off=8.,[],regular,,,,,,,,,,,,,,,,,,,,,,,,
lunch_record,lun_2026_05_31,,,,,,,,,2026-05-31T12:05:00+00:00,,,,,,,,,2026-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,false,Almoco normal.,35,true,,,,,,,,,,,,,,,,,,
transicao,trn_t1_2026_05_31,,,,,,,,,2026-05-31T08:00:00+00:00,,,,,,,,,2026-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,HYDRATION,15,true,,,,,,,,,,,,,,
transicao,trn_t2_2026_05_31,,,,,,,,,2026-05-31T09:00:00+00:00,,,,,,,,,2026-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2,MORNING,15,true,,,,,,,,,,,,,,
policy_decision,pol_demo_108_2026_05_31,,,,,,,,,2026-05-31T20:30:00+00:00,,MAINTAIN,,,,,,,2026-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,Dia normal.,"{""id"": ""set_d1c33b5e4efe"", ""state"": ""MAINTAIN"", ""hardwork_budget_hours"": 6.0, ""max_pomodoros_per_day"": 8, ""sleep_target_hours"": 8.0, ""qhe_target"": 0.75, ""break_minutes"": 10, ""allowed_phases"": [""DEEP_WORK"", ""SHALLOW_WORK""], ""description"": ""MAINTAIN regime: steady cadence. 6h hard work, 8 pomodoros, sleep 8h, Q_HE target 0.75."", ""created_at"": ""2026-06-08 17:53:51.715387""}",0,,0.78,M,1,true,2026-05-31T20:30:00+00:00,,,,
sleep_record,sle_2026_06_01,,,,,,,,,2026-06-01T04:04:00+00:00,,,,,,,,,2026-06-01,20:52:00,04:04:00,7,30.494340483147866,19.859263877470564,2,Sono normal.,MANUAL,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
